ReadingId,Timestamp,SensorId,SensorType,Value,Unit,Status
RD-20260204-002168,2026-02-04T16:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-002595,2026-02-04T16:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-003022,2026-02-04T16:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003449,2026-02-04T16:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-003876,2026-02-04T16:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-004303,2026-02-04T16:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-004730,2026-02-04T16:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.4,°C,NORMAL
RD-20260204-005157,2026-02-04T16:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.5,°C,NORMAL
RD-20260204-005584,2026-02-04T16:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,38.8,°C,NORMAL
RD-20260204-006011,2026-02-04T16:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,35.1,%,NORMAL
RD-20260204-006438,2026-02-04T16:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,35.9,%,NORMAL
RD-20260204-006865,2026-02-04T16:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.18,g,NORMAL
RD-20260204-007292,2026-02-04T16:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.13,g,NORMAL
RD-20260204-000034,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-000461,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-000888,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.6,dBm,NORMAL
RD-20260204-001315,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,4.01e-08,ratio,NORMAL
RD-20260204-001742,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,2.23e-08,ratio,NORMAL
RD-20260204-002169,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260204-002596,2026-02-04T16:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-003023,2026-02-04T16:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-003450,2026-02-04T16:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-003877,2026-02-04T16:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-004304,2026-02-04T16:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-004731,2026-02-04T16:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.7,°C,NORMAL
RD-20260204-005158,2026-02-04T16:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,37.5,°C,NORMAL
RD-20260204-005585,2026-02-04T16:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.9,°C,NORMAL
RD-20260204-006012,2026-02-04T16:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,40.7,%,NORMAL
RD-20260204-006439,2026-02-04T16:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.7,%,NORMAL
RD-20260204-006866,2026-02-04T16:30:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.20,g,NORMAL
RD-20260204-007293,2026-02-04T16:30:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.09,g,NORMAL
RD-20260204-000035,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-000462,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260204-000889,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-001316,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,4.32e-08,ratio,NORMAL
RD-20260204-001743,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,2.40e-08,ratio,NORMAL
RD-20260204-002170,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-002597,2026-02-04T17:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-003024,2026-02-04T17:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-003451,2026-02-04T17:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.6,dBm,NORMAL
RD-20260204-003878,2026-02-04T17:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-004305,2026-02-04T17:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-004732,2026-02-04T17:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.4,°C,NORMAL
RD-20260204-005159,2026-02-04T17:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,37.4,°C,NORMAL
RD-20260204-005586,2026-02-04T17:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.2,°C,NORMAL
RD-20260204-006013,2026-02-04T17:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,36.9,%,NORMAL
RD-20260204-006440,2026-02-04T17:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,34.5,%,NORMAL
RD-20260204-006867,2026-02-04T17:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.18,g,NORMAL
RD-20260204-007294,2026-02-04T17:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.08,g,NORMAL
RD-20260204-000036,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-000463,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.2,dBm,NORMAL
RD-20260204-000890,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.6,dBm,NORMAL
RD-20260204-001317,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,4.65e-08,ratio,NORMAL
RD-20260204-001744,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,2.58e-08,ratio,NORMAL
RD-20260204-002171,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.6,dBm,NORMAL
RD-20260204-002598,2026-02-04T17:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003025,2026-02-04T17:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003452,2026-02-04T17:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-003879,2026-02-04T17:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-004306,2026-02-04T17:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-004733,2026-02-04T17:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.2,°C,NORMAL
RD-20260204-005160,2026-02-04T17:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,37.2,°C,NORMAL
RD-20260204-005587,2026-02-04T17:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,40.3,°C,NORMAL
RD-20260204-006014,2026-02-04T17:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,41.6,%,NORMAL
RD-20260204-006441,2026-02-04T17:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,37.3,%,NORMAL
RD-20260204-006868,2026-02-04T17:30:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.17,g,NORMAL
RD-20260204-007295,2026-02-04T17:30:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.16,g,NORMAL
RD-20260204-000037,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-000464,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260204-000891,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-001318,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,4.99e-08,ratio,NORMAL
RD-20260204-001745,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,2.77e-08,ratio,NORMAL
RD-20260204-002172,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-002599,2026-02-04T18:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-003026,2026-02-04T18:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-003453,2026-02-04T18:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-003880,2026-02-04T18:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-004307,2026-02-04T18:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.1,dBm,NORMAL
RD-20260204-004734,2026-02-04T18:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,37.8,°C,NORMAL
RD-20260204-005161,2026-02-04T18:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,38.0,°C,NORMAL
RD-20260204-005588,2026-02-04T18:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.0,°C,NORMAL
RD-20260204-006015,2026-02-04T18:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,42.5,%,NORMAL
RD-20260204-006442,2026-02-04T18:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,38.4,%,NORMAL
RD-20260204-006869,2026-02-04T18:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.18,g,NORMAL
RD-20260204-007296,2026-02-04T18:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.14,g,NORMAL
RD-20260204-000038,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-000465,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.4,dBm,NORMAL
RD-20260204-000892,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-001319,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,5.34e-08,ratio,NORMAL
RD-20260204-001746,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,2.97e-08,ratio,NORMAL
RD-20260204-002173,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260204-002600,2026-02-04T18:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-003027,2026-02-04T18:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-003454,2026-02-04T18:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.6,dBm,NORMAL
RD-20260204-003881,2026-02-04T18:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-004308,2026-02-04T18:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
RD-20260204-004735,2026-02-04T18:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,39.2,°C,NORMAL
RD-20260204-005162,2026-02-04T18:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,37.1,°C,NORMAL
RD-20260204-005589,2026-02-04T18:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.7,°C,NORMAL
RD-20260204-006016,2026-02-04T18:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,43.2,%,NORMAL
RD-20260204-006443,2026-02-04T18:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.7,%,NORMAL
RD-20260204-006870,2026-02-04T18:30:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.17,g,NORMAL
RD-20260204-007297,2026-02-04T18:30:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.06,g,NORMAL
RD-20260204-000039,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260204-000466,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.3,dBm,NORMAL
RD-20260204-000893,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.9,dBm,NORMAL
RD-20260204-001320,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,5.71e-08,ratio,NORMAL
RD-20260204-001747,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,3.17e-08,ratio,NORMAL
RD-20260204-002174,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-002601,2026-02-04T19:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-003028,2026-02-04T19:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003455,2026-02-04T19:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-003882,2026-02-04T19:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-004309,2026-02-04T19:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-004736,2026-02-04T19:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,38.2,°C,NORMAL
RD-20260204-005163,2026-02-04T19:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,36.4,°C,NORMAL
RD-20260204-005590,2026-02-04T19:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,39.3,°C,NORMAL
RD-20260204-006017,2026-02-04T19:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,42.1,%,NORMAL
RD-20260204-006444,2026-02-04T19:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,33.8,%,NORMAL
RD-20260204-006871,2026-02-04T19:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.22,g,NORMAL
RD-20260204-007298,2026-02-04T19:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.15,g,NORMAL
RD-20260204-000040,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-000467,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.3,dBm,NORMAL
RD-20260204-000894,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.5,dBm,NORMAL
RD-20260204-001321,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,6.09e-08,ratio,NORMAL
RD-20260204-001748,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,3.39e-08,ratio,NORMAL
RD-20260204-002175,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.4,dBm,NORMAL
RD-20260204-002602,2026-02-04T19:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-003029,2026-02-04T19:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-003456,2026-02-04T19:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-003883,2026-02-04T19:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-004310,2026-02-04T19:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-004737,2026-02-04T19:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,38.5,°C,NORMAL
RD-20260204-005164,2026-02-04T19:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,36.7,°C,NORMAL
RD-20260204-005591,2026-02-04T19:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,38.8,°C,NORMAL
RD-20260204-006018,2026-02-04T19:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,38.2,%,NORMAL
RD-20260204-006445,2026-02-04T19:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.2,%,NORMAL
RD-20260204-006872,2026-02-04T19:30:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.19,g,NORMAL
RD-20260204-007299,2026-02-04T19:30:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.12,g,NORMAL
RD-20260204-000041,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-000468,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260204-000895,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.9,dBm,NORMAL
RD-20260204-001322,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,6.49e-08,ratio,NORMAL
RD-20260204-001749,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,3.61e-08,ratio,NORMAL
RD-20260204-002176,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.7,dBm,NORMAL
RD-20260204-002603,2026-02-04T20:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-003030,2026-02-04T20:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003457,2026-02-04T20:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260204-003884,2026-02-04T20:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-004311,2026-02-04T20:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-004738,2026-02-04T20:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,37.5,°C,NORMAL
RD-20260204-005165,2026-02-04T20:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,36.6,°C,NORMAL
RD-20260204-005592,2026-02-04T20:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,37.3,°C,NORMAL
RD-20260204-006019,2026-02-04T20:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,45.9,%,NORMAL
RD-20260204-006446,2026-02-04T20:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,36.8,%,NORMAL
RD-20260204-006873,2026-02-04T20:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.17,g,NORMAL
RD-20260204-007300,2026-02-04T20:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.15,g,NORMAL
RD-20260204-000042,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260204-000469,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.4,dBm,NORMAL
RD-20260204-000896,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.8,dBm,NORMAL
RD-20260204-001323,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,6.91e-08,ratio,NORMAL
RD-20260204-001750,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,3.84e-08,ratio,NORMAL
RD-20260204-002177,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.7,dBm,NORMAL
RD-20260204-002604,2026-02-04T20:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-003031,2026-02-04T20:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-003458,2026-02-04T20:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-003885,2026-02-04T20:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-004312,2026-02-04T20:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-004739,2026-02-04T20:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,37.4,°C,NORMAL
RD-20260204-005166,2026-02-04T20:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,35.2,°C,NORMAL
RD-20260204-005593,2026-02-04T20:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,37.7,°C,NORMAL
RD-20260204-006020,2026-02-04T20:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,38.0,%,NORMAL
RD-20260204-006447,2026-02-04T20:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,33.1,%,NORMAL
RD-20260204-006874,2026-02-04T20:30:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.22,g,NORMAL
RD-20260204-007301,2026-02-04T20:30:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.10,g,NORMAL
RD-20260204-000043,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-000470,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.5,dBm,NORMAL
RD-20260204-000897,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-12.2,dBm,NORMAL
RD-20260204-001324,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,7.33e-08,ratio,NORMAL
RD-20260204-001751,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,4.07e-08,ratio,NORMAL
RD-20260204-002178,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260204-002605,2026-02-04T21:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260204-003032,2026-02-04T21:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260204-003459,2026-02-04T21:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260204-003886,2026-02-04T21:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260204-004313,2026-02-04T21:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-004740,2026-02-04T21:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,38.1,°C,NORMAL
RD-20260204-005167,2026-02-04T21:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,35.2,°C,NORMAL
RD-20260204-005594,2026-02-04T21:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,37.4,°C,NORMAL
RD-20260204-006021,2026-02-04T21:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,41.0,%,NORMAL
RD-20260204-006448,2026-02-04T21:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,41.0,%,NORMAL
RD-20260204-006875,2026-02-04T21:00:00+00:00,SENS-AMP-GOULBURN-VIB-001,Vibration,0.22,g,NORMAL
RD-20260204-007302,2026-02-04T21:00:00+00:00,SENS-AMP-ALBURY-VIB-001,Vibration,0.12,g,NORMAL
RD-20260204-000044,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260204-000471,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.7,dBm,NORMAL
RD-20260204-000898,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-12.0,dBm,NORMAL
RD-20260204-001325,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,7.78e-08,ratio,NORMAL
RD-20260204-001752,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,4.32e-08,ratio,NORMAL
RD-20260204-002179,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.3,dBm,NORMAL
RD-20260204-002606,2026-02-04T21:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260204-003033,2026-02-04T21:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.6,dBm,NORMAL
RD-20260204-003460,2026-02-04T21:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260204-003887,2026-02-04T21:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260204-004314,2026-02-04T21:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.9,dBm,NORMAL
