LinkId,Timestamp,UtilizationPct,OpticalPowerDbm,BitErrorRate,LatencyMs
LINK-SYD-MEL-FIBRE-02,2026-02-04T15:50:00.000Z,37.9,-3.4,9.556e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T15:55:00.000Z,33.5,-3.1,4.657e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:00:00.000Z,34.0,-2.8,6.233e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:05:00.000Z,36.4,-3.1,7.58e-13,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:10:00.000Z,33.4,-3.2,9.991e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:15:00.000Z,38.7,-2.9,9.08e-13,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:20:00.000Z,35.9,-2.9,8.911e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:25:00.000Z,41.0,-3.2,3.513e-12,4.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:30:00.000Z,43.0,-2.7,5.423e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:35:00.000Z,37.8,-2.8,8.099e-12,6.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:40:00.000Z,41.6,-2.8,5.742e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:45:00.000Z,39.6,-3.5,1.394e-12,7.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:50:00.000Z,36.8,-2.9,9.506e-12,5.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T16:55:00.000Z,41.3,-3.2,5.608e-12,7.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:00:00.000Z,40.3,-3.4,5.252e-12,8.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:05:00.000Z,37.7,-3.5,8.902e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:10:00.000Z,35.8,-2.6,9.361e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:15:00.000Z,38.8,-3.4,4.171e-12,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:20:00.000Z,42.3,-3.2,3.824e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:25:00.000Z,42.7,-2.5,8.564e-12,5.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:30:00.000Z,40.6,-3.0,8.004e-12,4.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:35:00.000Z,40.7,-2.6,4.9e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:40:00.000Z,41.1,-2.8,9.173e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:45:00.000Z,40.7,-2.5,1.855e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:50:00.000Z,40.2,-3.0,2.931e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T17:55:00.000Z,42.7,-3.0,5.7e-14,5.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:00:00.000Z,38.6,-3.4,1.479e-12,5.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:05:00.000Z,36.3,-3.4,8.75e-13,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:10:00.000Z,40.7,-2.7,5.511e-12,4.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:15:00.000Z,34.7,-3.0,9.716e-12,4.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:20:00.000Z,37.1,-3.1,7.283e-12,4.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:25:00.000Z,37.3,-2.6,8.437e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:30:00.000Z,35.2,-2.9,9.975e-12,5.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:35:00.000Z,37.1,-3.1,8.254e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:40:00.000Z,42.8,-2.7,2.2e-14,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:45:00.000Z,39.8,-2.8,1.06e-13,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:50:00.000Z,38.9,-2.5,4.476e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T18:55:00.000Z,37.9,-2.7,5.282e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:00:00.000Z,40.3,-2.6,7.053e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:05:00.000Z,41.1,-2.9,1.651e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:10:00.000Z,41.4,-2.7,3.61e-13,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:15:00.000Z,41.9,-3.3,5.051e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:20:00.000Z,39.7,-2.8,4.922e-12,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:25:00.000Z,37.4,-3.1,6.844e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:30:00.000Z,36.5,-2.6,7.986e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:35:00.000Z,35.7,-3.2,3.173e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:40:00.000Z,37.7,-3.1,2.769e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:45:00.000Z,38.1,-3.0,4.473e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:50:00.000Z,38.0,-2.9,4.5e-14,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T19:55:00.000Z,33.4,-3.2,7.649e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:00:00.000Z,33.6,-3.1,1.804e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:05:00.000Z,42.8,-3.4,1.259e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:10:00.000Z,39.6,-2.6,3.46e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:15:00.000Z,36.7,-3.1,2.423e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:20:00.000Z,40.2,-3.5,9.93e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:25:00.000Z,41.2,-2.7,4.02e-13,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:30:00.000Z,36.4,-3.1,3.435e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:35:00.000Z,35.7,-3.1,4.792e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:40:00.000Z,36.4,-2.9,4.827e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:45:00.000Z,38.9,-3.5,7.204e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:50:00.000Z,41.4,-3.3,7.236e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T20:55:00.000Z,39.0,-3.3,1.369e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:00:00.000Z,35.2,-3.2,1.503e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:05:00.000Z,40.0,-3.3,9.465e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:10:00.000Z,37.7,-2.6,8.331e-12,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:15:00.000Z,38.0,-3.3,3.377e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:20:00.000Z,34.0,-3.3,2.302e-12,5.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:25:00.000Z,40.7,-2.8,8.855e-12,4.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:30:00.000Z,39.9,-3.2,6.553e-12,5.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:35:00.000Z,42.0,-3.3,4.463e-12,5.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:40:00.000Z,34.9,-2.6,1.975e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:45:00.000Z,39.3,-2.6,5.151e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:50:00.000Z,36.7,-2.9,9.683e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T21:55:00.000Z,39.5,-2.6,6.263e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:00:00.000Z,37.6,-3.1,5.928e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:05:00.000Z,39.4,-3.1,9.353e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:10:00.000Z,37.8,-3.1,6.591e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:15:00.000Z,41.9,-2.8,3.868e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:20:00.000Z,40.1,-3.2,7.282e-12,6.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:25:00.000Z,34.0,-3.0,6.97e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:30:00.000Z,37.6,-2.8,4.356e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:35:00.000Z,35.1,-3.4,8.241e-12,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:40:00.000Z,42.7,-2.5,4.292e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:45:00.000Z,39.2,-3.2,9.616e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:50:00.000Z,38.6,-2.9,5.726e-12,4.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T22:55:00.000Z,37.6,-2.6,4.693e-12,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:00:00.000Z,39.7,-2.6,6.78e-12,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:05:00.000Z,36.7,-3.3,9.55e-13,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:10:00.000Z,40.6,-2.7,4.212e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:15:00.000Z,36.6,-3.4,6.853e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:20:00.000Z,36.3,-3.1,4.35e-12,7.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:25:00.000Z,39.5,-3.1,6.714e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:30:00.000Z,39.5,-3.3,2.984e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:35:00.000Z,33.9,-3.2,5.687e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:40:00.000Z,37.3,-3.4,5.84e-12,6.9
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:45:00.000Z,33.9,-2.8,2.319e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:50:00.000Z,36.1,-2.6,3.818e-12,4.6
LINK-SYD-MEL-FIBRE-02,2026-02-04T23:55:00.000Z,36.3,-2.9,4.01e-12,7.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:00:00.000Z,37.4,-3.3,6.77e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:05:00.000Z,39.0,-3.2,3.375e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:10:00.000Z,33.1,-2.9,3.485e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:15:00.000Z,35.9,-3.1,7.789e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:20:00.000Z,35.0,-3.0,5.14e-12,4.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:25:00.000Z,33.5,-2.8,9.19e-13,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:30:00.000Z,40.4,-2.6,9.401e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:35:00.000Z,36.8,-2.8,9.73e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:40:00.000Z,36.9,-2.7,2.057e-12,6.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:45:00.000Z,34.9,-2.6,2.053e-12,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:50:00.000Z,37.5,-2.9,5.988e-12,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T00:55:00.000Z,39.7,-3.5,9.69e-13,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:00:00.000Z,39.0,-3.2,5.199e-12,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:05:00.000Z,42.7,-3.5,4.429e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:10:00.000Z,40.5,-3.1,3.049e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:15:00.000Z,40.7,-2.9,5.714e-12,6.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:20:00.000Z,39.6,-3.0,6.144e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:25:00.000Z,35.8,-3.0,4.313e-12,4.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:30:00.000Z,41.2,-2.8,5.999e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:35:00.000Z,42.2,-3.2,9.378e-12,6.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:40:00.000Z,39.6,-2.9,5.597e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:45:00.000Z,36.5,-3.0,2.477e-12,5.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:50:00.000Z,37.4,-2.9,3.008e-12,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T01:55:00.000Z,40.9,-2.8,9.686e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:00:00.000Z,40.7,-2.6,7.445e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:05:00.000Z,42.4,-3.2,5.017e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:10:00.000Z,39.6,-3.1,3.454e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:15:00.000Z,38.5,-3.1,7.99e-12,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:20:00.000Z,37.5,-3.4,5.291e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:25:00.000Z,38.0,-2.5,2.742e-12,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:30:00.000Z,36.5,-2.9,4.039e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:35:00.000Z,35.1,-3.5,1.586e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:40:00.000Z,34.5,-3.5,8.607e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:45:00.000Z,41.3,-3.1,3.939e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:50:00.000Z,39.4,-3.2,2.231e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T02:55:00.000Z,35.3,-3.2,4.063e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:00:00.000Z,43.0,-3.3,1.03e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:05:00.000Z,33.3,-3.3,4.524e-12,4.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:10:00.000Z,38.5,-3.3,8.679e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:15:00.000Z,35.9,-3.1,9.048e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:20:00.000Z,33.6,-3.0,2.603e-12,5.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:25:00.000Z,37.3,-2.6,1.234e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:30:00.000Z,33.8,-3.4,1.782e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:35:00.000Z,33.4,-2.7,7.273e-12,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:40:00.000Z,37.1,-3.2,3.518e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:45:00.000Z,40.1,-2.8,7.022e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:50:00.000Z,42.0,-3.5,7.88e-12,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T03:55:00.000Z,36.1,-2.9,2.156e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:00:00.000Z,41.5,-3.1,7.154e-12,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:05:00.000Z,34.0,-3.3,3.145e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:10:00.000Z,40.7,-3.5,5.865e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:15:00.000Z,37.8,-2.7,1.26e-13,8.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:20:00.000Z,41.8,-3.4,8.557e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:25:00.000Z,41.6,-3.4,5.424e-12,7.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:30:00.000Z,38.6,-3.1,9.144e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:35:00.000Z,39.0,-2.9,7.71e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:40:00.000Z,42.1,-2.9,7.243e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:45:00.000Z,36.6,-3.4,9.58e-13,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:50:00.000Z,41.1,-3.3,9.288e-12,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T04:55:00.000Z,37.4,-3.0,7.952e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:00:00.000Z,37.8,-3.0,6.424e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:05:00.000Z,34.5,-2.6,7.074e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:10:00.000Z,42.5,-2.7,9.073e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:15:00.000Z,41.5,-2.5,1.83e-13,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:20:00.000Z,40.0,-2.9,8.46e-13,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:25:00.000Z,35.2,-2.7,7.52e-13,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:30:00.000Z,38.8,-3.3,1.356e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:35:00.000Z,42.4,-2.7,2.659e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:40:00.000Z,42.4,-2.7,4.785e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:45:00.000Z,42.4,-3.0,3.639e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:50:00.000Z,36.9,-2.8,2.556e-12,4.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T05:55:00.000Z,37.0,-3.4,9.182e-12,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:00:00.000Z,34.8,-3.1,9.764e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:05:00.000Z,33.3,-3.3,6.05e-13,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:10:00.000Z,43.0,-3.1,7.44e-13,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:15:00.000Z,39.7,-3.3,1.188e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:20:00.000Z,41.3,-3.4,8.28e-13,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:25:00.000Z,40.3,-2.6,7.107e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:30:00.000Z,41.7,-2.9,6.091e-12,4.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:35:00.000Z,33.6,-3.2,5.841e-12,7.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:40:00.000Z,40.7,-2.9,9.154e-12,4.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:45:00.000Z,40.9,-3.3,7.909e-12,7.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:50:00.000Z,36.4,-3.1,6.584e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T06:55:00.000Z,39.1,-2.7,1.064e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:00:00.000Z,38.8,-3.1,1.086e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:05:00.000Z,41.6,-3.5,2.889e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:10:00.000Z,34.6,-3.4,7.548e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:15:00.000Z,40.9,-3.5,1.233e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:20:00.000Z,40.8,-2.6,8.901e-12,7.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:25:00.000Z,35.5,-2.8,8.075e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:30:00.000Z,41.8,-2.8,6.921e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:35:00.000Z,34.0,-3.5,7.746e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:40:00.000Z,35.7,-2.9,2.643e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:45:00.000Z,36.5,-2.7,1.25e-13,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:50:00.000Z,41.5,-3.2,9.088e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T07:55:00.000Z,37.1,-3.4,9.447e-12,5.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:00:00.000Z,37.0,-2.9,2.212e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:05:00.000Z,38.5,-2.7,5.719e-12,4.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:10:00.000Z,35.6,-2.9,2.749e-12,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:15:00.000Z,39.7,-2.8,2.911e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:20:00.000Z,42.3,-2.5,4.436e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:25:00.000Z,36.2,-3.3,7.613e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:30:00.000Z,37.5,-2.7,6.052e-12,7.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:35:00.000Z,41.1,-3.3,9.66e-13,7.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:40:00.000Z,42.7,-3.0,5.249e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:45:00.000Z,34.2,-2.5,6.726e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:50:00.000Z,38.2,-2.9,1.53e-13,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T08:55:00.000Z,42.6,-3.1,6.091e-12,5.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:00:00.000Z,36.9,-3.4,3.908e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:05:00.000Z,40.2,-3.1,8.9e-14,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:10:00.000Z,39.0,-3.4,8.081e-12,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:15:00.000Z,38.5,-2.6,9.979e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:20:00.000Z,37.8,-3.5,3.964e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:25:00.000Z,41.4,-2.8,8.217e-12,5.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:30:00.000Z,34.6,-2.6,8.22e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:35:00.000Z,34.3,-3.4,9.379e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:40:00.000Z,35.7,-2.5,3.409e-12,5.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:45:00.000Z,40.4,-2.7,1.7e-14,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:50:00.000Z,41.4,-2.7,3.096e-12,5.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T09:55:00.000Z,33.6,-3.3,3.626e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:00:00.000Z,36.4,-3.3,6.263e-12,7.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:05:00.000Z,42.0,-3.2,7.678e-12,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:10:00.000Z,34.2,-3.2,9.186e-12,4.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:15:00.000Z,39.1,-2.7,2.307e-12,6.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:20:00.000Z,35.4,-3.4,7.181e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:25:00.000Z,39.0,-2.6,9.214e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:30:00.000Z,42.2,-2.6,2.27e-12,4.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:35:00.000Z,41.1,-2.6,6.41e-12,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:40:00.000Z,41.6,-2.7,5.387e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:45:00.000Z,38.1,-3.2,9.07e-12,7.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:50:00.000Z,39.8,-2.9,8.761e-12,5.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T10:55:00.000Z,40.6,-3.3,8.74e-12,4.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:00:00.000Z,34.5,-2.6,4.277e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:05:00.000Z,35.3,-3.3,6.231e-12,6.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:10:00.000Z,39.8,-2.8,8.17e-13,4.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:15:00.000Z,33.2,-3.5,6.814e-12,5.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:20:00.000Z,41.6,-3.3,4.09e-12,8.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:25:00.000Z,38.2,-2.9,8.057e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:30:00.000Z,39.8,-3.1,4.74e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:35:00.000Z,40.8,-2.6,8.67e-12,5.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:40:00.000Z,40.7,-3.2,5.232e-12,6.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:45:00.000Z,35.0,-2.7,4.945e-12,6.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:50:00.000Z,36.1,-3.2,1.865e-12,6.6
LINK-SYD-MEL-FIBRE-02,2026-02-05T11:55:00.000Z,35.0,-3.4,8.991e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T12:00:00.000Z,39.8,-2.7,5.54e-12,5.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T12:05:00.000Z,42.8,-3.2,3.662e-12,6.2
